y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
11.484,4.077,3.872,6.699,7.004,3.032,7.89,0.726,12.377,5.824,5.26,1.992,0.946,-2.528,11.149,3.309,10.998,9.02,4.23,8.29,1.822,C,E
9.083,1.629,3.629,4.54,4.966,7.445,14.387,8.302,10.867,4.161,3.105,14.433,12.325,-1.224,7.483,9.463,12.048,-1.594,18.129,18.337,9.086,B,D
0.767,0.992,2.36,3.026,4.143,9.97,7.906,12.8,8.663,0.202,14.651,1.804,15.715,12.667,2.174,13.731,4.073,3.985,-2.304,6.37,6.14,C,F
7.026,-0.091,0.708,1.524,3.538,13.043,7.948,14.068,0.086,3.084,15.536,8.082,5.984,6.558,12.866,7.832,10.028,5.319,0.056,8.92,7.68,A,D
-4.767,-0.634,-0.043,1.313,2.02,9.568,6.393,5.327,17.899,17.067,15.917,4.654,11.964,15.219,7.745,13.87,9.168,4.814,18.315,13.037,14.558,A,E
-6.25,-0.061,-0.083,0.299,2.874,11.795,14.482,13.192,3.502,-2.431,10.441,8.001,-1.398,11.731,10.357,12.231,1.821,10.52,11.561,12.017,1.049,C,D
2.824,0.444,1.386,3.518,2.65,11.165,9.776,12.676,3.773,11.603,6.995,20.562,10.632,9.004,10.508,0.692,2.235,16.32,2.679,9.534,11.33,B,F
12.865,1.444,1.971,3.951,4.448,12.043,7.928,10.622,-1.364,13.959,7.667,5.631,15.686,3.437,0.576,5.787,15.483,2.478,8.519,13.693,19.043,A,D
7.007,0.502,2.432,3.146,3.288,4.403,1.07,11.038,5.877,-2.554,6.633,7.78,6.566,18.939,8.216,6.376,18.82,17.589,10.299,14.093,0.617,C,E
2.28,1.183,1.311,2.613,4.495,2.916,3.076,0.828,6.689,13.848,9.751,14.907,1.906,5.175,12.21,-1.825,1.681,2.493,12.942,13.481,7.942,A,F
7.236,3.017,3.641,3.821,6.174,5.61,8.889,13.103,4.619,10.048,2.934,6.883,11.781,16.321,7.069,17.415,9.638,9.986,5.953,12.953,8.24,A,F
2.131,0.508,1.911,2.18,3.615,13.674,16.348,14.028,13.611,11.832,-1.777,6.413,12.171,7.761,5.479,15.028,8.579,-1.855,5.675,5.85,10.657,B,D
4.101,1.859,2.833,3.692,4.734,14.131,6.914,6.306,13.577,15.052,14.158,5.279,5.758,6.568,14.38,2.504,0.335,17.574,4.668,2.783,16.432,B,F
-4.714,1.038,1.702,3.13,3.826,9.597,13.269,0.428,5.138,2.989,9.128,15.983,7.087,16.13,11.534,-1.816,3.004,20.712,0.725,1.743,15.459,A,F
3.181,-0.182,1.908,2.801,4.146,5.648,7.647,5.47,13.43,6.97,3.237,17.46,19.33,13.075,-0.429,9.033,10.177,10.36,18.223,-1.163,-1.431,B,E
-13.699,-0.626,1.132,0.34,2.199,9.691,17.006,1.92,2.49,3.428,3.94,-3.934,6.86,4.48,5.004,7.087,11.06,17.0,8.948,17.928,2.199,A,F
-7.493,0.544,0.512,2.185,2.655,4.37,14.029,5.279,13.794,12.368,16.171,-0.776,1.64,1.397,16.948,-0.437,12.598,9.515,-0.642,3.374,4.851,B,E
-0.407,-0.146,1.959,2.327,3.432,8.966,13.228,4.853,10.632,8.911,7.596,13.526,13.267,1.031,10.843,11.937,7.926,9.902,11.732,19.021,6.061,B,D
16.794,3.453,4.578,5.88,7.435,10.144,2.762,7.637,10.128,-3.384,14.891,7.355,16.053,8.073,4.887,15.207,7.528,1.482,0.643,0.777,11.875,B,F
0.6,-0.961,-0.319,0.264,1.29,14.213,1.323,11.458,8.135,2.564,16.217,17.374,5.818,7.9,12.445,1.212,12.74,8.507,-0.455,9.297,5.346,C,E
13.261,1.552,2.823,3.551,3.985,6.27,7.85,11.905,19.791,13.295,14.72,0.212,7.752,16.028,9.892,7.932,14.037,-2.095,21.3,6.733,20.909,B,D
3.214,0.218,1.466,2.548,3.553,13.147,12.416,11.531,-2.818,2.558,10.897,7.703,1.23,8.165,11.775,8.625,7.012,7.134,13.093,12.392,8.2,B,D
-2.478,0.717,1.677,2.095,3.41,15.336,9.06,15.761,5.196,6.526,2.149,17.042,8.787,8.94,13.324,0.459,-0.516,19.171,4.147,10.685,15.996,B,E
6.193,-0.872,0.286,1.322,2.836,9.17,0.498,11.623,-1.253,18.59,10.177,5.583,11.682,10.147,4.772,11.254,15.716,9.421,17.31,7.019,13.326,B,F
1.277,-0.073,1.292,1.853,2.717,-0.289,2.855,11.762,7.229,5.193,7.474,8.709,-3.359,15.136,10.287,6.341,15.597,4.71,13.75,10.053,3.23,A,F
17.69,0.998,2.604,3.085,4.901,2.706,4.516,4.035,12.926,15.72,3.759,14.556,4.894,6.862,13.688,7.891,2.391,2.166,10.343,15.585,9.09,B,D
18.526,3.014,4.446,4.825,6.009,6.945,11.911,13.66,11.144,1.53,3.507,6.241,11.151,16.991,6.667,8.887,5.159,12.337,10.132,18.722,9.416,B,D
7.731,1.556,2.197,4.059,6.127,16.051,16.371,11.802,13.621,9.645,-0.045,4.338,13.222,8.892,4.524,13.406,5.437,3.267,8.866,2.992,12.899,B,D
18.281,0.71,1.4,3.262,4.373,21.398,3.204,5.896,12.09,15.001,14.3,3.612,1.31,7.562,17.756,0.604,2.385,17.697,2.909,6.181,14.417,B,D
8.359,4.546,4.722,5.37,5.426,8.511,16.554,-0.142,13.155,4.438,-1.9,14.885,11.248,10.239,14.935,9.659,1.084,13.364,-1.538,4.258,10.643,A,D
3.28,1.971,4.57,4.356,4.224,3.114,9.38,7.484,10.308,9.666,4.607,20.53,15.842,10.066,0.321,10.961,10.2,8.36,14.138,-3.066,-2.554,C,E
-5.625,0.62,1.332,3.2,3.923,6.823,16.07,4.76,6.83,4.019,7.273,-1.892,12.453,4.834,4.92,8.025,4.385,10.724,10.141,9.151,9.821,C,F
-2.95,2.022,3.023,3.046,4.638,13.428,11.745,0.349,12.32,10.13,12.529,-1.099,-4.921,4.73,15.777,-1.051,13.681,17.298,2.407,2.86,3.49,A,E
4.548,1.706,2.791,2.978,4.397,11.895,4.749,7.215,8.59,7.908,-1.062,13.675,5.041,-0.009,5.587,15.055,5.885,6.575,11.453,9.145,7.215,A,E
4.77,0.772,2.018,2.81,3.189,8.64,10.963,2.312,9.492,1.078,13.536,0.788,18.866,10.038,7.473,8.901,5.549,7.28,3.313,1.319,4.56,C,D
9.944,1.657,1.762,4.265,4.659,7.732,2.268,13.461,-1.031,2.028,23.814,12.607,5.304,5.34,10.846,-1.264,19.247,5.038,0.053,11.3,7.097,C,F
-2.936,1.083,2.418,3.567,3.606,8.985,14.574,11.493,18.734,15.84,7.274,5.465,15.365,15.321,5.972,15.488,16.835,-2.13,16.356,3.006,11.233,A,E
-3.191,1.335,0.81,1.868,3.163,10.819,17.51,5.775,-1.595,6.225,12.498,12.006,5.427,11.665,9.605,5.641,3.336,8.969,15.831,14.459,1.214,C,D
6.047,1.694,1.421,2.32,3.668,12.763,0.002,21.069,4.141,11.035,2.84,15.702,6.546,4.942,14.853,4.585,3.326,16.928,4.403,11.599,10.041,B,F
1.805,1.907,1.746,2.59,4.056,5.532,6.417,6.138,1.581,14.782,6.88,8.905,10.078,7.93,4.024,4.28,10.818,1.973,15.092,5.418,14.938,C,F
27.32,2.583,2.422,5.129,5.726,2.029,0.521,16.634,5.221,-0.136,6.722,9.55,3.841,16.814,7.305,10.687,13.002,13.634,11.015,10.887,-3.996,C,D
14.131,1.171,1.249,2.976,3.374,7.113,2.159,-1.225,8.291,9.834,4.569,10.493,5.552,3.26,11.277,0.937,8.17,4.334,8.795,15.59,3.936,C,D
16.783,1.79,3.161,4.182,5.158,5.823,8.007,8.525,6.305,9.411,7.754,7.283,8.705,11.931,7.293,18.195,7.928,15.277,5.594,9.969,10.724,B,D
-2.126,-0.573,1.162,3.127,3.17,21.61,18.53,15.774,14.522,9.898,-0.35,3.175,7.688,7.699,6.57,15.94,9.724,9.425,12.149,1.428,16.954,B,D
8.369,0.592,1.915,2.479,3.007,14.905,1.162,8.052,16.468,15.541,18.787,7.189,5.793,6.814,15.911,1.825,-6.924,14.576,4.81,7.14,11.509,C,E
8.365,0.637,1.681,1.926,3.868,5.801,8.196,1.273,13.447,2.122,2.474,13.109,7.068,11.878,12.394,11.153,7.503,16.553,3.615,-1.787,12.32,A,D
8.192,1.822,2.941,3.406,3.67,-2.505,11.533,11.478,15.161,14.539,5.62,16.7,13.462,9.477,-0.961,10.364,10.496,3.031,13.149,6.143,4.045,A,D
11.387,1.096,2.663,3.749,4.8,5.775,12.749,7.277,8.961,5.822,12.652,1.153,13.364,2.695,2.185,5.658,9.453,9.59,3.655,12.564,4.617,B,D
-8.483,-0.184,-0.354,0.699,1.295,1.716,13.493,2.84,15.063,8.474,16.611,3.149,0.347,2.168,9.119,-0.724,17.993,6.941,6.994,1.367,0.533,A,E
1.541,2.607,2.903,4.114,5.451,6.306,12.127,2.036,5.804,8.834,5.224,18.362,10.489,1.312,12.455,12.843,11.697,7.433,15.802,15.334,7.267,C,F
16.024,2.406,3.104,3.851,6.064,9.077,10.609,6.533,7.08,4.835,14.554,-0.809,17.761,9.508,3.424,9.028,4.854,3.013,-0.163,5.536,4.779,C,D
9.245,0.923,2.289,2.749,3.903,20.084,1.315,16.187,5.306,1.466,21.419,12.446,4.282,7.427,7.949,3.192,10.627,11.327,-2.621,11.649,4.195,C,E
3.502,2.522,2.653,4.479,4.418,5.288,10.702,7.829,19.136,9.915,13.034,8.188,8.572,12.983,4.831,12.475,13.328,-2.908,16.19,7.314,13.26,B,E
-4.008,0.483,1.69,3.056,2.957,12.215,14.423,13.511,-0.55,3.269,11.392,14.292,0.373,10.868,6.357,16.287,6.209,8.905,12.211,7.842,5.835,C,E
7.321,0.388,1.84,2.644,3.996,10.86,2.021,16.795,0.635,14.321,-3.039,16.99,11.314,3.463,17.375,0.264,0.554,10.776,3.161,3.369,10.842,B,F
23.784,0.678,2.04,3.613,5.043,8.051,-1.47,10.501,1.914,12.317,-3.201,12.576,9.198,2.571,1.269,3.886,16.701,8.96,15.549,15.157,16.14,B,D
6.148,2.449,3.07,4.159,4.778,3.831,6.297,10.961,8.026,6.848,9.101,8.226,3.962,14.701,13.814,12.654,17.999,10.367,12.784,10.695,3.122,A,F
14.206,2.553,3.18,3.811,5.507,-3.964,-0.401,2.451,5.183,16.301,9.821,17.568,4.685,6.598,11.284,-1.639,9.764,-1.977,13.739,21.229,10.452,C,F
18.488,2.647,4.805,4.377,5.162,9.505,5.597,9.767,2.505,3.083,9.474,4.753,8.251,9.426,7.141,13.956,8.913,15.843,5.24,5.939,11.853,A,D
3.58,-0.082,1.958,4.173,4.749,10.032,16.334,9.64,11.36,15.022,4.056,4.516,10.913,7.727,7.771,11.974,8.101,2.655,5.348,8.427,15.546,B,D
7.241,0.615,1.497,2.29,3.533,16.497,1.375,4.55,9.366,12.85,15.147,6.064,9.803,8.343,12.355,6.563,3.845,15.856,4.799,6.045,12.454,A,E
-7.917,-1.137,0.735,1.334,0.819,5.729,12.421,3.389,13.449,7.681,4.234,14.887,3.246,11.686,20.376,7.242,4.547,11.874,4.461,0.207,14.947,A,F
1.524,1.992,2.612,4.407,4.439,-1.111,11.864,6.494,10.338,8.127,9.501,16.714,9.815,8.693,8.925,16.404,10.233,9.611,7.516,-1.831,0.599,A,E
-6.554,0.542,1.512,2.295,3.039,6.778,16.439,6.395,1.745,5.143,14.69,8.415,14.807,1.751,0.911,5.609,8.461,12.465,10.974,21.062,4.066,B,F
-16.324,-1.997,-1.614,0.708,1.082,4.454,20.412,8.22,15.48,11.226,14.508,-0.654,0.629,10.102,15.982,6.908,17.278,10.767,1.743,5.324,7.091,B,D
1.231,0.314,1.818,3.012,3.858,11.238,8.572,5.089,11.99,6.233,0.903,14.672,14.114,-1.922,11.02,12.266,9.469,3.547,10.776,16.853,9.125,A,F
-5.235,-0.016,0.731,1.785,2.449,6.647,10.82,6.28,9.096,8.906,17.256,-0.051,13.395,14.869,5.876,16.407,1.395,3.229,0.429,4.858,3.875,B,F
11.37,3.801,3.378,6.002,5.69,9.663,6.157,11.657,5.169,0.956,14.885,10.479,6.635,7.546,1.73,0.317,12.254,4.177,5.547,11.979,8.333,C,E
4.566,2.573,3.059,3.431,5.211,6.486,6.389,7.346,12.02,16.385,7.333,1.82,6.439,10.381,13.024,8.755,17.059,3.068,12.745,18.421,16.39,A,E
7.459,1.087,2.709,3.859,4.244,17.801,12.243,7.654,-1.279,6.911,13.72,11.923,3.289,7.714,16.382,12.755,5.47,9.968,6.526,9.269,4.518,C,D
11.74,0.956,2.279,3.134,3.969,9.541,5.07,12.979,-1.334,11.219,12.231,13.022,3.737,8.123,10.481,-0.226,5.709,12.867,-0.64,10.327,6.796,C,D
8.163,0.95,1.407,1.989,3.865,13.143,2.979,9.363,-0.457,16.114,13.915,4.989,4.532,3.395,-4.121,13.621,12.211,8.195,11.788,9.248,18.608,A,E
-0.099,-0.44,2.128,1.976,3.083,1.66,5.169,12.361,11.819,-0.511,11.009,10.726,2.807,11.76,9.65,5.502,13.617,11.607,9.939,12.909,-0.767,B,E
20.847,1.409,1.649,3.958,4.513,5.257,-2.508,5.385,2.743,11.24,7.592,12.618,3.543,6.185,15.277,2.821,1.08,1.626,10.622,14.608,7.18,B,D
12.545,1.257,2.254,4.117,4.748,7.688,0.146,18.238,3.946,0.812,5.278,5.617,4.87,12.871,3.626,13.58,9.852,13.466,9.399,12.534,9.088,A,F
-5.185,1.891,2.516,3.237,4.388,12.879,17.251,20.028,9.108,13.643,0.531,1.654,4.942,5.169,1.943,14.068,7.905,3.6,8.243,0.352,6.5,C,F
18.226,1.333,2.581,4.029,4.452,15.402,2.906,-0.454,16.759,9.664,15.671,2.496,7.229,6.726,16.701,5.786,-1.159,11.391,7.939,6.403,11.007,A,D
2.965,2.067,3.345,3.725,5.427,4.465,12.604,3.8,7.144,10.937,4.745,14.953,5.413,16.336,9.885,4.348,5.934,15.925,9.227,3.012,9.32,A,E
-5.521,-1.757,-0.814,1.035,1.759,4.584,14.904,7.025,10.171,16.333,8.434,12.537,13.38,11.921,4.877,16.968,6.736,3.385,13.198,-3.982,-0.693,A,D
-10.707,-0.772,1.048,1.485,2.794,9.125,16.158,9.166,7.731,5.533,10.576,1.68,13.249,4.037,0.382,12.285,13.923,9.994,6.769,15.678,1.291,A,F
1.169,2.324,4.548,4.378,5.343,2.265,13.617,-0.192,14.212,12.28,15.653,-1.812,-1.991,6.692,14.281,6.165,16.542,12.896,7.486,2.597,3.679,B,E
-11.975,1.227,0.92,1.41,2.736,8.481,14.351,2.077,7.392,9.518,1.695,14.812,16.878,-1.63,3.923,14.397,5.839,7.82,14.884,16.763,11.065,C,F
7.305,1.236,1.979,3.14,4.7,4.601,11.334,12.029,9.937,2.092,10.791,3.414,18.501,10.53,-1.005,12.294,-1.852,6.502,1.442,-1.178,-0.317,C,D
29.436,2.542,2.586,5.068,6.484,11.836,2.89,7.639,7.417,-0.309,16.716,10.021,3.134,0.334,6.824,2.613,13.263,6.443,0.877,11.981,5.697,B,D
7.168,3.727,5.131,5.472,6.695,6.539,11.104,3.88,16.654,13.396,7.485,3.702,7.902,16.917,8.754,8.387,11.268,-2.32,22.685,11.832,17.276,C,F
-3.13,2.956,4.083,5.127,4.799,13.923,17.978,9.132,2.028,3.945,10.884,14.51,3.959,9.277,9.392,5.579,3.496,7.753,10.106,15.624,10.308,C,E
10.875,0.086,1.14,2.573,4.408,14.25,4.866,15.698,4.176,8.958,-1.782,22.266,2.907,7.434,11.556,3.48,1.119,15.225,5.653,14.1,11.567,B,D
5.753,2.576,3.904,3.852,5.549,8.349,9.211,6.706,1.492,16.471,11.421,10.515,7.014,3.87,4.394,1.89,14.307,8.581,18.007,12.4,17.813,A,F
4.811,1.469,1.884,2.964,5.007,6.866,5.291,10.663,5.526,3.653,6.225,7.197,4.281,14.839,3.605,12.5,17.354,7.241,10.913,11.655,1.706,C,F
20.56,1.49,2.83,4.266,5.0,-1.307,5.7,0.413,3.531,6.296,4.176,16.599,5.242,2.638,13.673,3.852,6.419,5.574,13.528,16.664,2.448,C,D
-1.003,0.877,1.434,1.768,2.754,2.724,7.2,13.564,8.448,3.878,6.658,1.968,7.794,14.46,5.053,14.644,13.932,10.879,7.06,11.772,9.021,B,E
-2.376,0.97,2.81,3.675,4.368,14.197,15.892,16.084,15.676,9.648,-0.409,5.476,12.046,10.547,5.899,11.711,6.425,-1.201,8.997,5.02,16.997,C,E
-1.054,-0.111,1.888,2.122,3.206,17.553,7.644,-1.903,11.209,9.015,14.608,2.515,7.998,14.193,14.043,8.048,7.916,17.676,5.279,7.556,10.048,C,E
2.619,-0.894,0.199,1.066,2.678,10.097,8.571,3.105,17.183,4.078,2.745,10.204,3.506,18.086,9.387,10.078,3.426,15.981,4.612,1.755,12.171,C,D
7.174,0.983,2.583,4.422,4.076,0.203,13.008,5.758,10.394,11.493,7.241,21.06,18.754,7.081,1.429,18.523,9.167,5.451,20.061,5.469,-1.075,A,D
0.518,0.339,1.59,3.505,4.007,8.181,11.306,4.373,3.502,6.832,11.358,2.603,14.464,6.443,6.869,9.079,11.283,16.146,9.786,11.812,4.963,C,E
4.985,1.744,1.599,3.515,4.237,0.023,6.004,3.444,9.519,4.058,16.679,3.607,1.389,4.862,16.849,2.28,14.375,15.374,5.187,4.262,3.739,A,E
2.342,1.988,3.283,3.305,5.186,8.747,12.318,2.192,11.003,11.99,2.224,10.068,18.247,1.144,6.473,16.286,7.364,4.315,10.745,16.253,10.703,B,F
-6.949,0.399,0.957,2.406,3.788,12.257,13.293,11.304,10.601,-0.797,15.803,6.943,19.128,8.426,2.782,10.359,3.152,1.678,-2.242,3.815,7.91,B,F
5.278,0.073,1.331,2.601,4.086,13.837,2.986,17.128,7.398,5.06,16.116,13.115,8.021,7.966,9.94,-0.833,9.242,1.651,2.243,9.681,8.687,A,F
8.195,0.715,3.214,3.216,4.423,10.782,10.8,9.2,13.322,18.63,8.141,5.846,13.174,11.684,2.598,10.92,13.311,-0.199,11.785,6.807,15.274,C,D
1.426,3.372,3.382,4.258,5.566,11.293,15.091,10.996,3.223,6.798,7.782,3.667,6.526,11.592,13.275,10.318,7.592,10.617,12.277,13.265,5.502,B,F
9.051,0.274,2.685,2.626,3.908,17.038,5.91,14.102,4.548,13.289,3.785,19.41,13.786,9.452,22.055,4.078,3.774,12.981,1.304,8.488,14.148,C,D
8.645,1.43,2.349,2.627,4.482,9.265,0.498,8.723,0.874,13.379,3.349,5.381,10.464,4.636,3.93,5.156,19.083,7.335,14.225,7.087,10.938,B,E
2.813,0.783,1.145,4.077,2.973,2.85,5.417,20.261,10.742,-1.255,10.869,12.961,0.138,17.018,14.332,8.081,14.365,14.362,7.368,12.724,4.199,A,E
13.477,0.761,2.11,1.704,4.584,5.309,2.552,5.77,5.577,17.51,11.173,18.392,2.13,2.23,9.102,6.701,2.062,0.126,13.566,11.707,6.295,C,D
14.994,2.411,2.811,3.217,5.066,5.225,8.548,11.558,7.226,6.369,5.524,7.469,10.307,17.579,4.263,20.097,6.458,8.258,4.231,12.76,11.364,A,D
-12.361,1.277,3.378,2.293,2.212,16.403,19.068,15.757,12.776,13.169,0.292,4.695,12.66,9.476,5.625,12.204,5.137,3.997,14.501,6.134,11.932,B,F
5.685,-0.049,1.111,1.876,3.009,15.386,1.994,2.213,15.022,16.911,14.428,9.839,2.743,12.438,17.887,5.304,2.204,20.068,5.591,0.917,14.376,B,F
6.298,1.275,1.98,2.675,4.994,1.32,12.62,-4.491,12.293,7.653,1.739,12.269,11.522,9.109,16.926,8.844,9.668,20.452,2.562,4.104,9.31,B,D
1.237,-0.016,2.303,1.976,2.971,0.809,5.15,7.524,14.687,8.068,7.654,16.437,10.152,7.277,8.771,15.102,8.582,11.428,11.872,-5.15,4.017,A,F
-0.251,0.851,1.78,4.037,4.137,10.658,13.181,1.993,4.771,1.738,12.542,3.694,15.522,0.733,2.569,4.633,8.566,13.761,12.465,20.09,7.435,C,E
-7.254,0.892,1.164,1.841,3.54,5.82,12.546,3.171,15.614,12.96,12.266,1.482,2.439,7.339,18.934,0.809,19.954,12.782,3.786,4.81,4.273,C,E
4.237,0.184,1.034,2.69,2.756,9.989,7.238,4.919,10.495,5.349,3.143,13.856,14.617,-1.665,-1.351,28.83,10.358,3.4,15.097,17.354,10.374,B,F
0.599,1.621,1.507,1.6,3.224,11.171,7.528,5.232,12.469,2.095,21.787,4.052,17.622,14.958,7.028,9.599,1.669,1.602,7.022,3.837,3.658,B,F
13.566,2.576,3.501,3.948,4.14,9.365,-0.008,11.864,3.138,1.629,15.268,11.025,0.622,2.054,10.647,1.101,13.051,4.643,-2.036,19.23,7.906,A,E
-3.91,1.534,3.29,4.579,4.885,9.456,17.841,9.185,18.394,16.022,10.494,1.45,11.189,13.911,6.068,9.493,10.64,1.561,17.027,9.433,14.827,A,F
-5.975,-0.581,-0.273,0.827,1.552,9.34,9.751,14.799,6.052,5.768,13.835,13.268,-2.402,13.989,6.212,8.645,7.444,0.485,11.158,12.364,11.192,A,F
6.951,3.358,3.725,4.074,5.113,12.299,6.215,13.716,2.343,14.017,2.028,18.558,3.273,9.925,17.265,1.293,1.718,14.435,5.668,10.055,9.991,B,F
13.938,2.328,4.042,4.871,4.946,9.872,0.245,4.008,-0.308,20.149,6.062,10.371,11.914,3.301,-2.786,1.18,10.495,10.116,8.141,12.86,16.18,A,E
3.805,0.63,1.625,2.814,5.169,0.801,6.501,12.427,5.445,-0.827,7.021,11.798,8.048,10.037,9.492,8.009,19.093,7.237,8.117,12.335,4.81,C,E
7.278,0.945,1.728,2.872,3.566,2.175,2.007,0.045,3.794,13.208,2.325,13.909,11.145,1.556,17.157,-0.284,6.826,1.372,15.618,19.059,3.77,C,F
-0.696,-0.111,1.442,3.161,3.782,7.616,10.739,13.502,6.27,7.491,3.176,3.703,11.739,13.634,1.144,15.313,4.778,17.511,5.138,10.777,11.767,C,F
-8.167,0.688,2.387,3.135,4.464,14.484,19.34,17.813,15.167,10.02,1.037,2.34,11.704,6.661,7.447,13.41,1.308,0.313,13.572,-3.295,11.519,C,F
10.563,1.824,2.167,2.964,3.771,13.345,7.401,-0.09,11.525,11.116,13.513,3.55,3.506,7.198,16.516,1.704,-0.384,13.801,7.383,5.061,12.508,A,D
3.84,1.203,2.023,2.93,4.0,10.147,15.815,0.208,8.436,8.698,5.162,12.798,13.853,9.954,13.532,5.073,3.768,12.944,7.595,0.299,7.713,A,D
2.355,1.136,0.529,2.406,3.814,4.188,10.463,10.509,6.311,15.605,8.573,12.641,19.028,3.518,0.1,11.292,7.103,-0.392,6.771,5.297,0.822,B,E
10.807,2.595,4.28,4.468,5.427,4.405,14.024,5.11,1.945,9.884,6.09,1.472,16.201,0.289,10.856,11.865,9.174,8.986,7.74,13.513,7.332,C,D
-4.692,0.588,1.441,2.567,4.404,7.41,12.791,7.392,13.359,10.584,10.913,-1.935,-0.232,6.854,16.187,5.539,15.337,12.305,1.979,7.967,5.353,B,E
3.242,2.659,2.902,3.591,4.982,3.656,9.311,10.928,6.179,9.766,1.142,5.533,16.322,2.507,9.927,15.248,7.266,8.673,13.017,17.19,8.108,C,F
-3.508,-1.773,-0.902,0.467,2.406,10.988,7.18,10.462,7.61,-5.558,16.134,0.985,19.743,9.564,7.157,9.411,7.103,3.652,5.237,10.896,1.325,B,E
7.688,1.803,2.572,4.46,5.548,12.575,4.776,11.094,4.702,5.699,14.758,15.806,-0.41,4.958,3.902,3.971,10.38,6.436,2.95,14.571,7.6,A,E
0.265,1.353,3.121,3.678,4.564,7.141,11.628,8.995,12.335,12.212,10.979,7.886,11.37,13.272,8.622,9.409,13.715,3.164,14.513,8.854,19.145,A,F
-5.19,0.318,1.321,3.4,4.626,12.634,15.927,10.845,4.352,7.558,15.205,11.189,-3.626,14.124,12.212,11.111,8.339,9.145,9.934,9.777,11.234,A,F
1.002,-0.749,1.242,1.782,3.492,12.713,3.284,16.706,6.356,7.007,6.83,12.8,0.705,11.107,14.018,2.458,0.495,12.746,7.55,8.917,11.96,B,E
15.921,2.359,3.075,3.846,3.484,10.59,0.321,11.499,7.045,16.852,10.278,8.943,9.165,2.946,-1.903,4.553,16.793,6.368,18.099,7.727,13.687,A,D
2.068,-0.122,1.929,2.453,3.886,1.73,5.823,11.288,9.431,2.261,9.052,10.768,-1.408,17.279,11.237,6.367,12.8,11.933,15.842,15.659,0.661,A,F
16.705,1.808,1.583,3.341,3.717,4.917,1.79,6.833,7.304,6.548,3.879,14.062,3.45,3.153,9.619,1.484,-1.338,-1.679,12.847,13.05,14.639,B,D
9.303,0.949,0.766,2.856,4.129,9.095,7.621,14.21,7.26,4.654,2.465,8.185,10.131,16.642,6.841,16.974,8.96,9.902,4.214,11.759,10.839,C,D
1.424,1.227,1.289,2.302,3.165,14.309,14.129,12.236,11.698,8.437,2.004,4.277,5.451,11.941,4.764,15.554,8.482,4.398,12.038,7.71,8.613,A,D
14.654,0.406,1.378,2.294,4.693,20.146,5.971,2.391,14.54,13.069,13.789,5.846,-0.101,12.073,15.744,8.348,6.169,17.953,9.908,7.7,14.046,A,D
-2.708,1.847,2.75,4.067,5.99,6.006,16.401,2.691,15.11,8.569,-0.902,11.66,10.778,11.103,15.304,3.208,7.879,15.278,2.268,1.206,12.564,A,F
0.636,1.868,3.443,3.146,4.523,2.349,10.988,6.321,14.253,10.077,5.474,16.095,13.843,9.036,-0.138,12.07,13.885,0.41,11.426,0.921,1.273,B,E
-1.95,1.854,2.826,4.587,4.348,2.246,13.864,7.048,-0.56,2.347,14.5,2.038,17.778,2.194,2.184,9.273,12.716,13.832,11.724,14.631,4.255,A,F
-4.982,2.105,2.949,2.705,4.142,3.707,13.609,0.445,15.023,10.894,16.594,1.487,-2.947,2.274,15.921,3.972,12.519,7.663,2.668,1.557,3.843,C,F
-4.96,0.43,0.718,2.05,2.998,13.007,11.804,4.412,10.742,9.141,8.904,10.832,16.417,-0.707,6.901,12.329,12.335,6.238,9.895,15.885,7.783,B,E
4.143,1.004,2.929,3.344,4.19,11.899,7.829,11.326,9.518,4.599,15.842,2.39,16.041,15.191,-0.461,12.228,-1.006,10.369,4.1,10.957,5.76,C,E
2.015,0.012,1.492,1.184,3.632,13.528,2.506,9.066,9.292,0.77,14.517,10.623,3.828,1.243,8.602,6.903,13.465,9.416,3.539,18.513,7.53,B,F
11.132,1.936,3.074,4.283,4.369,8.485,9.975,7.388,19.833,18.5,9.275,-0.359,11.141,16.016,11.501,19.805,8.833,2.322,15.103,2.989,14.011,B,D
-8.624,0.133,2.237,1.647,3.282,12.833,14.18,11.047,5.168,-1.553,5.975,13.609,-2.741,10.744,9.685,10.554,9.433,9.581,14.039,5.671,2.701,C,E
8.425,1.688,2.175,4.597,4.948,10.732,6.044,14.954,5.81,11.637,6.153,13.204,5.368,8.327,13.414,2.674,-0.14,10.437,6.888,6.413,14.298,A,F
3.823,0.767,2.361,2.467,2.804,9.052,4.004,13.232,-3.053,17.312,5.654,13.811,9.168,2.735,2.695,5.244,11.316,14.07,17.24,7.594,18.443,A,E
10.371,0.83,2.338,1.828,4.095,5.864,6.678,14.573,13.512,1.831,3.246,8.907,6.184,15.571,12.904,9.675,15.386,7.506,12.317,14.216,5.328,A,D
18.9,2.666,3.231,5.004,5.083,2.245,5.314,-1.832,6.246,15.632,6.158,15.945,1.987,4.3,15.168,2.089,-1.877,3.341,13.029,14.413,10.886,B,D
4.808,-0.142,1.394,1.666,3.04,7.241,1.107,12.591,2.101,10.624,4.691,7.76,12.26,11.498,11.604,17.317,9.224,15.28,7.538,12.222,9.091,A,E
